ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-11-09,37.66503460638006,36.77045528296707,38.75306755470576,37.66503460638006,37.66503460638006,0.08645416079966174,0.08645416079966174,0.08645416079966174,0.08645416079966174,0.08645416079966174,0.08645416079966174,0.0,0.0,0.0,37.75148876717972
2023-11-11,37.660238702895434,36.746296837550155,38.726754484011245,37.660238702895434,37.660238702895434,0.09856749251324777,0.09856749251324777,0.09856749251324777,0.09856749251324777,0.09856749251324777,0.09856749251324777,0.0,0.0,0.0,37.75880619540868
2023-11-16,37.64824894418387,36.86428339409337,38.76054578257187,37.64824894418387,37.64824894418387,0.08645416079964245,0.08645416079964245,0.08645416079964245,0.08645416079964245,0.08645416079964245,0.08645416079964245,0.0,0.0,0.0,37.73470310498351
2023-11-20,37.63865713721461,36.65444629599382,38.65248510758647,37.63865713721461,37.63865713721461,-0.018942517221919863,-0.018942517221919863,-0.018942517221919863,-0.018942517221919863,-0.018942517221919863,-0.018942517221919863,0.0,0.0,0.0,37.619714619992685
2023-11-23,37.63146328198767,36.767317034683394,38.71919641032817,37.63146328198767,37.63146328198767,0.08645416079987905,0.08645416079987905,0.08645416079987905,0.08645416079987905,0.08645416079987905,0.08645416079987905,0.0,0.0,0.0,37.71791744278755
2023-12-07,37.59789195759529,36.723485664347805,38.606097582571216,37.59789195759529,37.59789195759529,0.08645416079984052,0.08645416079984052,0.08645416079984052,0.08645416079984052,0.08645416079984052,0.08645416079984052,0.0,0.0,0.0,37.684346118395126
2023-12-08,37.59549400585297,36.58729164533315,38.52211445728531,37.59549400585297,37.59549400585297,0.0020513237840127977,0.0020513237840127977,0.0020513237840127977,0.0020513237840127977,0.0020513237840127977,0.0020513237840127977,0.0,0.0,0.0,37.597545329636986
2023-12-09,37.59309605411066,36.725990068433454,38.716509698552215,37.59309605411066,37.59309605411066,0.09856749251270835,0.09856749251270835,0.09856749251270835,0.09856749251270835,0.09856749251270835,0.09856749251270835,0.0,0.0,0.0,37.69166354662337
2023-12-12,37.585902198883716,36.430761374515384,38.33590653090229,37.585902198883716,37.585902198883716,-0.2979988030688619,-0.2979988030688619,-0.2979988030688619,-0.2979988030688619,-0.2979988030688619,-0.2979988030688619,0.0,0.0,0.0,37.28790339581485
2023-12-15,37.57870834365678,36.603460203399486,38.570700131357164,37.57870834365678,37.57870834365678,0.002051323783740924,0.002051323783740924,0.002051323783740924,0.002051323783740924,0.002051323783740924,0.002051323783740924,0.0,0.0,0.0,37.58075966744052
2023-12-19,37.569116536687524,36.31486439143816,38.3157985971574,37.569116536687524,37.569116536687524,-0.29799880306899007,-0.29799880306899007,-0.29799880306899007,-0.29799880306899007,-0.29799880306899007,-0.29799880306899007,0.0,0.0,0.0,37.27111773361853
2023-12-20,37.56671858494521,36.423370520726266,38.33304720832192,37.56671858494521,37.56671858494521,-0.20383167616283063,-0.20383167616283063,-0.20383167616283063,-0.20383167616283063,-0.20383167616283063,-0.20383167616283063,0.0,0.0,0.0,37.36288690878238
2023-12-23,37.55952472971827,36.60821570478002,38.60337285833059,37.55952472971827,37.55952472971827,0.09856749251323851,0.09856749251323851,0.09856749251323851,0.09856749251323851,0.09856749251323851,0.09856749251323851,0.0,0.0,0.0,37.65809222223151
2023-12-26,37.55233087449133,36.317489879225406,38.23224337634604,37.55233087449133,37.55233087449133,-0.2979988030690393,-0.2979988030690393,-0.2979988030690393,-0.2979988030690393,-0.2979988030690393,-0.2979988030690393,0.0,0.0,0.0,37.25433207142229
2023-12-27,37.549932922749015,36.398112384555986,38.33590113189899,37.549932922749015,37.549932922749015,-0.20383167616254455,-0.20383167616254455,-0.20383167616254455,-0.20383167616254455,-0.20383167616254455,-0.20383167616254455,0.0,0.0,0.0,37.34610124658647
2023-12-31,37.54034111577976,36.96734418695449,38.79790995938024,37.54034111577976,37.54034111577976,0.3337000193571733,0.3337000193571733,0.3337000193571733,0.3337000193571733,0.3337000193571733,0.3337000193571733,0.0,0.0,0.0,37.874041135136935
2024-01-01,37.53794316403745,36.59196896151176,38.49429517824213,37.53794316403745,37.53794316403745,-0.018942517223959746,-0.018942517223959746,-0.018942517223959746,-0.018942517223959746,-0.018942517223959746,-0.018942517223959746,0.0,0.0,0.0,37.51900064681349
2024-01-02,37.53554521229514,36.24187269990503,38.23291731511871,37.53554521229514,37.53554521229514,-0.29799880306868887,-0.29799880306868887,-0.29799880306868887,-0.29799880306868887,-0.29799880306868887,-0.29799880306868887,0.0,0.0,0.0,37.237546409226454
2024-01-03,37.53314726055282,36.38227758373415,38.302098370875385,37.53314726055282,37.533169065926685,-0.2038316761624224,-0.2038316761624224,-0.2038316761624224,-0.2038316761624224,-0.2038316761624224,-0.2038316761624224,0.0,0.0,0.0,37.3293155843904
2024-01-04,37.53074930881051,36.617029745920306,38.59235612227624,37.53070146053367,37.530838756379,0.08645416079980464,0.08645416079980464,0.08645416079980464,0.08645416079980464,0.08645416079980464,0.08645416079980464,0.0,0.0,0.0,37.61720346961032
2024-01-05,37.528351357068196,36.63879160053612,38.470321160858234,37.52820428106091,37.52857260769137,0.0020513237843472806,0.0020513237843472806,0.0020513237843472806,0.0020513237843472806,0.0020513237843472806,0.0020513237843472806,0.0,0.0,0.0,37.530402680852546
2024-01-06,37.525953405325886,36.615270268362394,38.599116629746774,37.52560865063903,37.52631092327382,0.09856749251348912,0.09856749251348912,0.09856749251348912,0.09856749251348912,0.09856749251348912,0.09856749251348912,0.0,0.0,0.0,37.624520897839375
2024-01-07,37.52355545358357,36.868718961923335,38.83813025043966,37.52300591543269,37.52402772271613,0.33370001935721555,0.33370001935721555,0.33370001935721555,0.33370001935721555,0.33370001935721555,0.33370001935721555,0.0,0.0,0.0,37.857255472940786
2024-01-08,37.52115750184125,36.56214791411605,38.46795535377416,37.520351826189604,37.52180531188814,-0.018942517222404212,-0.018942517222404212,-0.018942517222404212,-0.018942517222404212,-0.018942517222404212,-0.018942517222404212,0.0,0.0,0.0,37.502214984618846
2024-01-09,37.51875955009894,36.21807307119445,38.19101957345419,37.5177532501376,37.51956846110235,-0.2979988030687776,-0.2979988030687776,-0.2979988030687776,-0.2979988030687776,-0.2979988030687776,-0.2979988030687776,0.0,0.0,0.0,37.22076074703016
2024-01-10,37.51636159835663,36.384108022173685,38.296248198444125,37.515090574701155,37.5174095621702,-0.20383167616197242,-0.20383167616197242,-0.20383167616197242,-0.20383167616197242,-0.20383167616197242,-0.20383167616197242,0.0,0.0,0.0,37.312529922194656
2024-01-11,37.513963646614314,36.646639392645085,38.5110324598072,37.5124812817569,37.51524231065055,0.08645416080004124,0.08645416080004124,0.08645416080004124,0.08645416080004124,0.08645416080004124,0.08645416080004124,0.0,0.0,0.0,37.60041780741435
2024-01-12,37.511565694872004,36.572537998306906,38.53795509090287,37.50981142821857,37.513088833516164,0.0020513237840753757,0.0020513237840753757,0.0020513237840753757,0.0020513237840753757,0.0020513237840753757,0.0020513237840753757,0.0,0.0,0.0,37.51361701865608
2024-01-13,37.50916774312969,36.63124714121774,38.580254589792425,37.5070578430066,37.511016506827744,0.09856749251257389,0.09856749251257389,0.09856749251257389,0.09856749251257389,0.09856749251257389,0.09856749251257389,0.0,0.0,0.0,37.60773523564226
